"","V1","V2","V3","V4","V5","V6","V7","V8"
"2467",3694.399902,3754.290039,3766.76001,3754.5,3721.290039,3739.860107,3785.399902,3773.23999
"2468",3754.290039,3766.76001,3754.5,3721.290039,3739.860107,3785.399902,3773.23999,3712.929932
"2469",3766.76001,3754.5,3721.290039,3739.860107,3785.399902,3773.23999,3712.929932,3782.580078
"2470",3754.5,3721.290039,3739.860107,3785.399902,3773.23999,3712.929932,3782.580078,3799.77002
"2471",3721.290039,3739.860107,3785.399902,3773.23999,3712.929932,3782.580078,3799.77002,3826.370117
"2472",3739.860107,3785.399902,3773.23999,3712.929932,3782.580078,3799.77002,3826.370117,3815.27002
"2473",3785.399902,3773.23999,3712.929932,3782.580078,3799.77002,3826.370117,3815.27002,3782.709961
"2474",3773.23999,3712.929932,3782.580078,3799.77002,3826.370117,3815.27002,3782.709961,3840.320068
"2475",3712.929932,3782.580078,3799.77002,3826.370117,3815.27002,3782.709961,3840.320068,3882.47998
"2476",3782.580078,3799.77002,3826.370117,3815.27002,3782.709961,3840.320068,3882.47998,3965.370117
"2477",3799.77002,3826.370117,3815.27002,3782.709961,3840.320068,3882.47998,3965.370117,3956.310059
"2478",3826.370117,3815.27002,3782.709961,3840.320068,3882.47998,3965.370117,3956.310059,3986.649902
"2479",3815.27002,3782.709961,3840.320068,3882.47998,3965.370117,3956.310059,3986.649902,4050.370117
"2480",3782.709961,3840.320068,3882.47998,3965.370117,3956.310059,3986.649902,4050.370117,4029.429932
"2481",3840.320068,3882.47998,3965.370117,3956.310059,3986.649902,4050.370117,4029.429932,4018.209961
"2482",3882.47998,3965.370117,3956.310059,3986.649902,4050.370117,4029.429932,4018.209961,4093.699951
"2483",3965.370117,3956.310059,3986.649902,4050.370117,4029.429932,4018.209961,4093.699951,4127.549805
"2484",3956.310059,3986.649902,4050.370117,4029.429932,4018.209961,4093.699951,4127.549805,4164.609863
"2485",3986.649902,4050.370117,4029.429932,4018.209961,4093.699951,4127.549805,4164.609863,4250.259766
"2486",4050.370117,4029.429932,4018.209961,4093.699951,4127.549805,4164.609863,4250.259766,4207.160156
"2487",4029.429932,4018.209961,4093.699951,4127.549805,4164.609863,4250.259766,4207.160156,4183.759766
"2488",4018.209961,4093.699951,4127.549805,4164.609863,4250.259766,4207.160156,4183.759766,4167.129883
"2489",4093.699951,4127.549805,4164.609863,4250.259766,4207.160156,4183.759766,4167.129883,4359.049805
"2490",4127.549805,4164.609863,4250.259766,4207.160156,4183.759766,4167.129883,4359.049805,4382.600098
"2491",4164.609863,4250.259766,4207.160156,4183.759766,4167.129883,4359.049805,4382.600098,4365.029785
"2492",4250.259766,4207.160156,4183.759766,4167.129883,4359.049805,4382.600098,4365.029785,4407.5
"2493",4207.160156,4183.759766,4167.129883,4359.049805,4382.600098,4365.029785,4407.5,4395.549805
"2494",4183.759766,4167.129883,4359.049805,4382.600098,4365.029785,4407.5,4395.549805,4399.990234
"2495",4167.129883,4359.049805,4382.600098,4365.029785,4407.5,4395.549805,4399.990234,4463.919922
"2496",4359.049805,4382.600098,4365.029785,4407.5,4395.549805,4399.990234,4463.919922,4422.169922
"2497",4382.600098,4365.029785,4407.5,4395.549805,4399.990234,4463.919922,4422.169922,4354
"2498",4365.029785,4407.5,4395.549805,4399.990234,4463.919922,4422.169922,4354,4330.209961
"2499",4407.5,4395.549805,4399.990234,4463.919922,4422.169922,4354,4330.209961,4318.640137
"2500",4395.549805,4399.990234,4463.919922,4422.169922,4354,4330.209961,4318.640137,4383.100098
"2501",4399.990234,4463.919922,4422.169922,4354,4330.209961,4318.640137,4383.100098,4378.509766
"2502",4463.919922,4422.169922,4354,4330.209961,4318.640137,4383.100098,4378.509766,4269.359863
"2503",4422.169922,4354,4330.209961,4318.640137,4383.100098,4378.509766,4269.359863,4351.830078
"2504",4354,4330.209961,4318.640137,4383.100098,4378.509766,4269.359863,4351.830078,4316.930176
"2505",4330.209961,4318.640137,4383.100098,4378.509766,4269.359863,4351.830078,4316.930176,4269.669922
"2506",4318.640137,4383.100098,4378.509766,4269.359863,4351.830078,4316.930176,4269.669922,4204.930176
"2507",4383.100098,4378.509766,4269.359863,4351.830078,4316.930176,4269.669922,4204.930176,4017.399902
"2508",4378.509766,4269.359863,4351.830078,4316.930176,4269.669922,4204.930176,4017.399902,4134.470215
"2509",4269.359863,4351.830078,4316.930176,4269.669922,4204.930176,4017.399902,4134.470215,4242.169922
"2510",4351.830078,4316.930176,4269.669922,4204.930176,4017.399902,4134.470215,4242.169922,4277.740234
"2511",4316.930176,4269.669922,4204.930176,4017.399902,4134.470215,4242.169922,4277.740234,4155.399902
"2512",4269.669922,4204.930176,4017.399902,4134.470215,4242.169922,4277.740234,4155.399902,4126.970215
"2513",4204.930176,4017.399902,4134.470215,4242.169922,4277.740234,4155.399902,4126.970215,4050.610107
"2514",4017.399902,4134.470215,4242.169922,4277.740234,4155.399902,4126.970215,4050.610107,3952.169922
"2515",4134.470215,4242.169922,4277.740234,4155.399902,4126.970215,4050.610107,3952.169922,4019.550049
"2516",4242.169922,4277.740234,4155.399902,4126.970215,4050.610107,3952.169922,4019.550049,3897.600098
"2517",4277.740234,4155.399902,4126.970215,4050.610107,3952.169922,4019.550049,3897.600098,3942.51001
"2518",4155.399902,4126.970215,4050.610107,3952.169922,4019.550049,3897.600098,3942.51001,4018.530029
"2519",4126.970215,4050.610107,3952.169922,4019.550049,3897.600098,3942.51001,4018.530029,4166.609863
"2520",4050.610107,3952.169922,4019.550049,3897.600098,3942.51001,4018.530029,4166.609863,4048.73999
"2521",3952.169922,4019.550049,3897.600098,3942.51001,4018.530029,4166.609863,4048.73999,4098.97998
"2522",4019.550049,3897.600098,3942.51001,4018.530029,4166.609863,4048.73999,4098.97998,4071.27002
"2523",3897.600098,3942.51001,4018.530029,4166.609863,4048.73999,4098.97998,4071.27002,4120.040039
"2524",3942.51001,4018.530029,4166.609863,4048.73999,4098.97998,4071.27002,4120.040039,4101.75
"2525",4018.530029,4166.609863,4048.73999,4098.97998,4071.27002,4120.040039,4101.75,3969.22998
"2526",4166.609863,4048.73999,4098.97998,4071.27002,4120.040039,4101.75,3969.22998,3918.590088
"2527",4048.73999,4098.97998,4071.27002,4120.040039,4101.75,3969.22998,3918.590088,3848.629883
"2528",4098.97998,4071.27002,4120.040039,4101.75,3969.22998,3918.590088,3848.629883,3873.76001
"2529",4071.27002,4120.040039,4101.75,3969.22998,3918.590088,3848.629883,3873.76001,4026.929932
"2530",4120.040039,4101.75,3969.22998,3918.590088,3848.629883,3873.76001,4026.929932,3974.389893
"2531",4101.75,3969.22998,3918.590088,3848.629883,3873.76001,4026.929932,3974.389893,4012.300049
"2532",3969.22998,3918.590088,3848.629883,3873.76001,4026.929932,3974.389893,4012.300049,4011.23999
"2533",3918.590088,3848.629883,3873.76001,4026.929932,3974.389893,4012.300049,4011.23999,4107.680176
"2534",3848.629883,3873.76001,4026.929932,3974.389893,4012.300049,4011.23999,4107.680176,4090.169922
"2535",3873.76001,4026.929932,3974.389893,4012.300049,4011.23999,4107.680176,4090.169922,4130.700195
"2536",4026.929932,3974.389893,4012.300049,4011.23999,4107.680176,4090.169922,4130.700195,4082.540039
"2537",3974.389893,4012.300049,4011.23999,4107.680176,4090.169922,4130.700195,4082.540039,4126.620117
"2538",4012.300049,4011.23999,4107.680176,4090.169922,4130.700195,4082.540039,4126.620117,4146.529785
"2539",4011.23999,4107.680176,4090.169922,4130.700195,4082.540039,4126.620117,4146.529785,4154.629883
"2540",4107.680176,4090.169922,4130.700195,4082.540039,4126.620117,4146.529785,4154.629883,4271.709961
"2541",4090.169922,4130.700195,4082.540039,4126.620117,4146.529785,4154.629883,4271.709961,4271.709961
"2542",4130.700195,4082.540039,4126.620117,4146.529785,4154.629883,4271.709961,4271.709961,4281.899902
"2543",4082.540039,4126.620117,4146.529785,4154.629883,4271.709961,4271.709961,4281.899902,4332.02002
"2544",4126.620117,4146.529785,4154.629883,4271.709961,4271.709961,4281.899902,4332.02002,4343.27002
"2545",4146.529785,4154.629883,4271.709961,4271.709961,4281.899902,4332.02002,4343.27002,4241.310059
"2546",4154.629883,4271.709961,4271.709961,4281.899902,4332.02002,4343.27002,4241.310059,4188.660156
"2547",4271.709961,4271.709961,4281.899902,4332.02002,4343.27002,4241.310059,4188.660156,4177.330078
"2548",4271.709961,4281.899902,4332.02002,4343.27002,4241.310059,4188.660156,4177.330078,4247.509766
"2549",4281.899902,4332.02002,4343.27002,4241.310059,4188.660156,4177.330078,4247.509766,4182.330078
"2550",4332.02002,4343.27002,4241.310059,4188.660156,4177.330078,4247.509766,4182.330078,4168.22998
"2551",4343.27002,4241.310059,4188.660156,4177.330078,4247.509766,4182.330078,4168.22998,4098.220215
"2552",4241.310059,4188.660156,4177.330078,4247.509766,4182.330078,4168.22998,4098.220215,4046.370117
"2553",4188.660156,4177.330078,4247.509766,4182.330078,4168.22998,4098.220215,4046.370117,4088.820068
"2554",4177.330078,4247.509766,4182.330078,4168.22998,4098.220215,4046.370117,4088.820068,4203.459961
"2555",4247.509766,4182.330078,4168.22998,4098.220215,4046.370117,4088.820068,4203.459961,4102.240234
"2556",4182.330078,4168.22998,4098.220215,4046.370117,4088.820068,4203.459961,4102.240234,4042.070068
"2557",4168.22998,4098.220215,4046.370117,4088.820068,4203.459961,4102.240234,4042.070068,3935.72998
"2558",4098.220215,4046.370117,4088.820068,4203.459961,4102.240234,4042.070068,3935.72998,3669.449951
"2559",4046.370117,4088.820068,4203.459961,4102.240234,4042.070068,3935.72998,3669.449951,3797.580078
"2560",4088.820068,4203.459961,4102.240234,4042.070068,3935.72998,3669.449951,3797.580078,3732.870117
"2561",4203.459961,4102.240234,4042.070068,3935.72998,3669.449951,3797.580078,3732.870117,3771.51001
"2562",4102.240234,4042.070068,3935.72998,3669.449951,3797.580078,3732.870117,3771.51001,3802.72998
"2563",4042.070068,3935.72998,3669.449951,3797.580078,3732.870117,3771.51001,3802.72998,3869.080078
"2564",3935.72998,3669.449951,3797.580078,3732.870117,3771.51001,3802.72998,3869.080078,3806.820068
"2565",3669.449951,3797.580078,3732.870117,3771.51001,3802.72998,3869.080078,3806.820068,3833.929932
"2566",3797.580078,3732.870117,3771.51001,3802.72998,3869.080078,3806.820068,3833.929932,3775.830078
"2567",3732.870117,3771.51001,3802.72998,3869.080078,3806.820068,3833.929932,3775.830078,3723.25
"2568",3771.51001,3802.72998,3869.080078,3806.820068,3833.929932,3775.830078,3723.25,3727.860107
"2569",3802.72998,3869.080078,3806.820068,3833.929932,3775.830078,3723.25,3727.860107,3700.659912
"2570",3869.080078,3806.820068,3833.929932,3775.830078,3723.25,3727.860107,3700.659912,3699.439941
"2571",3806.820068,3833.929932,3775.830078,3723.25,3727.860107,3700.659912,3699.439941,3724.600098
"2572",3833.929932,3775.830078,3723.25,3727.860107,3700.659912,3699.439941,3724.600098,3739.709961
"2573",3775.830078,3723.25,3727.860107,3700.659912,3699.439941,3724.600098,3739.709961,3826.149902
"2574",3723.25,3727.860107,3700.659912,3699.439941,3724.600098,3739.709961,3826.149902,3801.040039
"2575",3727.860107,3700.659912,3699.439941,3724.600098,3739.709961,3826.149902,3801.040039,3891.179932
"2576",3700.659912,3699.439941,3724.600098,3739.709961,3826.149902,3801.040039,3891.179932,3960.909912
"2577",3699.439941,3724.600098,3739.709961,3826.149902,3801.040039,3891.179932,3960.909912,3918.97998
"2578",3724.600098,3739.709961,3826.149902,3801.040039,3891.179932,3960.909912,3918.97998,3818.199951
"2579",3739.709961,3826.149902,3801.040039,3891.179932,3960.909912,3918.97998,3818.199951,3880.219971
"2580",3826.149902,3801.040039,3891.179932,3960.909912,3918.97998,3818.199951,3880.219971,3953.389893
"2581",3801.040039,3891.179932,3960.909912,3918.97998,3818.199951,3880.219971,3953.389893,3966.02002
"2582",3891.179932,3960.909912,3918.97998,3818.199951,3880.219971,3953.389893,3966.02002,4000.040039
"2583",3960.909912,3918.97998,3818.199951,3880.219971,3953.389893,3966.02002,4000.040039,4140.279785
"2584",3918.97998,3818.199951,3880.219971,3953.389893,3966.02002,4000.040039,4140.279785,4087.790039
"2585",3818.199951,3880.219971,3953.389893,3966.02002,4000.040039,4140.279785,4087.790039,4089.350098
"2586",3880.219971,3953.389893,3966.02002,4000.040039,4140.279785,4087.790039,4089.350098,4153.75
"2587",3953.389893,3966.02002,4000.040039,4140.279785,4087.790039,4089.350098,4153.75,4217.27002
"2588",3966.02002,4000.040039,4140.279785,4087.790039,4089.350098,4153.75,4217.27002,4212.939941
"2589",4000.040039,4140.279785,4087.790039,4089.350098,4153.75,4217.27002,4212.939941,4174.069824
"2590",4140.279785,4087.790039,4089.350098,4153.75,4217.27002,4212.939941,4174.069824,4064.26001
"2591",4087.790039,4089.350098,4153.75,4217.27002,4212.939941,4174.069824,4064.26001,4051.540039
"2592",4089.350098,4153.75,4217.27002,4212.939941,4174.069824,4064.26001,4051.540039,4072.850098
"2593",4153.75,4217.27002,4212.939941,4174.069824,4064.26001,4051.540039,4072.850098,4063.300049
"2594",4217.27002,4212.939941,4174.069824,4064.26001,4051.540039,4072.850098,4063.300049,4156.240234
"2595",4212.939941,4174.069824,4064.26001,4051.540039,4072.850098,4063.300049,4156.240234,4140.839844
"2596",4174.069824,4064.26001,4051.540039,4072.850098,4063.300049,4156.240234,4140.839844,4115.189941
"2597",4064.26001,4051.540039,4072.850098,4063.300049,4156.240234,4140.839844,4115.189941,4074.51001
"2598",4051.540039,4072.850098,4063.300049,4156.240234,4140.839844,4115.189941,4074.51001,4141.560059
"2599",4072.850098,4063.300049,4156.240234,4140.839844,4115.189941,4074.51001,4141.560059,4141.560059
"2600",4063.300049,4156.240234,4140.839844,4115.189941,4074.51001,4141.560059,4141.560059,4141.560059
"2601",4156.240234,4140.839844,4115.189941,4074.51001,4141.560059,4141.560059,4141.560059,4141.560059
"2602",4140.839844,4115.189941,4074.51001,4141.560059,4141.560059,4141.560059,4141.560059,4142.709961
"2603",4115.189941,4074.51001,4141.560059,4141.560059,4141.560059,4141.560059,4142.709961,4283.569824
"2604",4074.51001,4141.560059,4141.560059,4141.560059,4141.560059,4142.709961,4283.569824,4283.569824
"2605",4141.560059,4141.560059,4141.560059,4141.560059,4142.709961,4283.569824,4283.569824,4283.569824
"2606",4141.560059,4141.560059,4141.560059,4142.709961,4283.569824,4283.569824,4283.569824,4270.689941
"2607",4141.560059,4141.560059,4142.709961,4283.569824,4283.569824,4283.569824,4270.689941,4358.029785
"2608",4141.560059,4142.709961,4283.569824,4283.569824,4283.569824,4270.689941,4358.029785,4427.299805
"2609",4142.709961,4283.569824,4283.569824,4283.569824,4270.689941,4358.029785,4427.299805,4356.870117
"2610",4283.569824,4283.569824,4283.569824,4270.689941,4358.029785,4427.299805,4356.870117,4359.350098
"2611",4283.569824,4283.569824,4270.689941,4358.029785,4427.299805,4356.870117,4359.350098,4270.919922
"2612",4283.569824,4270.689941,4358.029785,4427.299805,4356.870117,4359.350098,4270.919922,4145.140137
"2613",4270.689941,4358.029785,4427.299805,4356.870117,4359.350098,4270.919922,4145.140137,4179.129883
"2614",4358.029785,4427.299805,4356.870117,4359.350098,4270.919922,4145.140137,4179.129883,4198.169922
"2615",4427.299805,4356.870117,4359.350098,4270.919922,4145.140137,4179.129883,4198.169922,4132.640137
"2616",4356.870117,4359.350098,4270.919922,4145.140137,4179.129883,4198.169922,4132.640137,4170
"2617",4359.350098,4270.919922,4145.140137,4179.129883,4198.169922,4132.640137,4170,4247.089844
"2618",4270.919922,4145.140137,4179.129883,4198.169922,4132.640137,4170,4247.089844,4291.310059
"2619",4145.140137,4179.129883,4198.169922,4132.640137,4170,4247.089844,4291.310059,4328.799805
"2620",4179.129883,4198.169922,4132.640137,4170,4247.089844,4291.310059,4328.799805,4208.290039
"2621",4198.169922,4132.640137,4170,4247.089844,4291.310059,4328.799805,4208.290039,4236.649902
"2622",4132.640137,4170,4247.089844,4291.310059,4328.799805,4208.290039,4236.649902,4172.129883
"2623",4170,4247.089844,4291.310059,4328.799805,4208.290039,4236.649902,4172.129883,4267.339844
"2624",4247.089844,4291.310059,4328.799805,4208.290039,4236.649902,4172.129883,4267.339844,4325.080078
"2625",4291.310059,4328.799805,4208.290039,4236.649902,4172.129883,4267.339844,4325.080078,4410.259766
"2626",4328.799805,4208.290039,4236.649902,4172.129883,4267.339844,4325.080078,4410.259766,4455.529785
"2627",4208.290039,4236.649902,4172.129883,4267.339844,4325.080078,4410.259766,4455.529785,4481.02002
"2628",4236.649902,4172.129883,4267.339844,4325.080078,4410.259766,4455.529785,4481.02002,4533.819824
"2629",4172.129883,4267.339844,4325.080078,4410.259766,4455.529785,4481.02002,4533.819824,4545.180176
"2630",4267.339844,4325.080078,4410.259766,4455.529785,4481.02002,4533.819824,4545.180176,4508.450195
"2631",4325.080078,4410.259766,4455.529785,4481.02002,4533.819824,4545.180176,4508.450195,4513.870117
"2632",4410.259766,4455.529785,4481.02002,4533.819824,4545.180176,4508.450195,4513.870117,4569.5
"2633",4455.529785,4481.02002,4533.819824,4545.180176,4508.450195,4513.870117,4569.5,4515.310059
"2634",4481.02002,4533.819824,4545.180176,4508.450195,4513.870117,4569.5,4515.310059,4578.419922
"2635",4533.819824,4545.180176,4508.450195,4513.870117,4569.5,4515.310059,4578.419922,4561.950195
"2636",4545.180176,4508.450195,4513.870117,4569.5,4515.310059,4578.419922,4561.950195,4523.75
"2637",4508.450195,4513.870117,4569.5,4515.310059,4578.419922,4561.950195,4523.75,4520.600098
"2638",4513.870117,4569.5,4515.310059,4578.419922,4561.950195,4523.75,4520.600098,4551.950195
"2639",4569.5,4515.310059,4578.419922,4561.950195,4523.75,4520.600098,4551.950195,4623.459961
"2640",4515.310059,4578.419922,4561.950195,4523.75,4520.600098,4551.950195,4623.459961,4628.939941
"2641",4578.419922,4561.950195,4523.75,4520.600098,4551.950195,4623.459961,4628.939941,4580.359863
"2642",4561.950195,4523.75,4520.600098,4551.950195,4623.459961,4628.939941,4580.359863,4609.339844
"2643",4523.75,4520.600098,4551.950195,4623.459961,4628.939941,4580.359863,4609.339844,4601.819824
"2644",4520.600098,4551.950195,4623.459961,4628.939941,4580.359863,4609.339844,4601.819824,4601.759766
"2645",4551.950195,4623.459961,4628.939941,4580.359863,4609.339844,4601.819824,4601.759766,4726.669922
"2646",4623.459961,4628.939941,4580.359863,4609.339844,4601.819824,4601.759766,4726.669922,4727.72998
"2647",4628.939941,4580.359863,4609.339844,4601.819824,4601.759766,4726.669922,4727.72998,4696.47998
"2648",4580.359863,4609.339844,4601.819824,4601.759766,4726.669922,4727.72998,4696.47998,4779.859863
"2649",4609.339844,4601.819824,4601.759766,4726.669922,4727.72998,4696.47998,4779.859863,4781.569824
"2650",4601.819824,4601.759766,4726.669922,4727.72998,4696.47998,4779.859863,4781.569824,4659.790039
"2651",4601.759766,4726.669922,4727.72998,4696.47998,4779.859863,4781.569824,4659.790039,4697.02002
"2652",4726.669922,4727.72998,4696.47998,4779.859863,4781.569824,4659.790039,4697.02002,4757.700195
"2653",4727.72998,4696.47998,4779.859863,4781.569824,4659.790039,4697.02002,4757.700195,4830.169922
"2654",4696.47998,4779.859863,4781.569824,4659.790039,4697.02002,4757.700195,4830.169922,4898.160156
"2655",4779.859863,4781.569824,4659.790039,4697.02002,4757.700195,4830.169922,4898.160156,4845.029785
"2656",4781.569824,4659.790039,4697.02002,4757.700195,4830.169922,4898.160156,4845.029785,4861.799805
"2657",4659.790039,4697.02002,4757.700195,4830.169922,4898.160156,4845.029785,4861.799805,4852.870117
"2658",4697.02002,4757.700195,4830.169922,4898.160156,4845.029785,4861.799805,4852.870117,4929.060059
"2659",4757.700195,4830.169922,4898.160156,4845.029785,4861.799805,4852.870117,4929.060059,4958.959961
"2660",4830.169922,4898.160156,4845.029785,4861.799805,4852.870117,4929.060059,4958.959961,4920.319824
"2661",4898.160156,4845.029785,4861.799805,4852.870117,4929.060059,4958.959961,4920.319824,4969.830078
"2662",4845.029785,4861.799805,4852.870117,4929.060059,4958.959961,4920.319824,4969.830078,5060.339844
"2663",4861.799805,4852.870117,4929.060059,4958.959961,4920.319824,4969.830078,5060.339844,4991.549805
"2664",4852.870117,4929.060059,4958.959961,4920.319824,4969.830078,5060.339844,4991.549805,5096.609863
"2665",4929.060059,4958.959961,4920.319824,4969.830078,5060.339844,4991.549805,5096.609863,5105.310059
"2666",4958.959961,4920.319824,4969.830078,5060.339844,4991.549805,5096.609863,5105.310059,5020.189941
"2667",4920.319824,4969.830078,5060.339844,4991.549805,5096.609863,5105.310059,5020.189941,5059.290039
"2668",4969.830078,5060.339844,4991.549805,5096.609863,5105.310059,5020.189941,5059.290039,5092.359863
"2669",5060.339844,4991.549805,5096.609863,5105.310059,5020.189941,5059.290039,5092.359863,5084.120117
"2670",4991.549805,5096.609863,5105.310059,5020.189941,5059.290039,5092.359863,5084.120117,5153.950195
"2671",5096.609863,5105.310059,5020.189941,5059.290039,5092.359863,5084.120117,5153.950195,5210.220215
"2672",5105.310059,5020.189941,5059.290039,5092.359863,5084.120117,5153.950195,5210.220215,5246.430176
"2673",5020.189941,5059.290039,5092.359863,5084.120117,5153.950195,5210.220215,5246.430176,5353.640137
"2674",5059.290039,5092.359863,5084.120117,5153.950195,5210.220215,5246.430176,5353.640137,5316.569824
"2675",5092.359863,5084.120117,5153.950195,5210.220215,5246.430176,5353.640137,5316.569824,5234.77002
"2676",5084.120117,5153.950195,5210.220215,5246.430176,5353.640137,5316.569824,5234.77002,5234.77002
"2677",5153.950195,5210.220215,5246.430176,5353.640137,5316.569824,5234.77002,5234.77002,5234.77002
"2678",5210.220215,5246.430176,5353.640137,5316.569824,5234.77002,5234.77002,5234.77002,5350.160156
"2679",5246.430176,5353.640137,5316.569824,5234.77002,5234.77002,5234.77002,5350.160156,5390.02002
"2680",5353.640137,5316.569824,5234.77002,5234.77002,5234.77002,5350.160156,5390.02002,5381.5
"2681",5316.569824,5234.77002,5234.77002,5234.77002,5350.160156,5390.02002,5381.5,5276.049805
"2682",5234.77002,5234.77002,5234.77002,5350.160156,5390.02002,5381.5,5276.049805,5372.839844
"2683",5234.77002,5234.77002,5350.160156,5390.02002,5381.5,5276.049805,5372.839844,5419.870117
"2684",5234.77002,5350.160156,5390.02002,5381.5,5276.049805,5372.839844,5419.870117,5386.819824
"2685",5350.160156,5390.02002,5381.5,5276.049805,5372.839844,5419.870117,5386.819824,5333.240234
"2686",5390.02002,5381.5,5276.049805,5372.839844,5419.870117,5386.819824,5333.240234,5249.540039
"2687",5381.5,5276.049805,5372.839844,5419.870117,5386.819824,5333.240234,5249.540039,5121.140137
"2688",5276.049805,5372.839844,5419.870117,5386.819824,5333.240234,5249.540039,5121.140137,5027.919922
"2689",5372.839844,5419.870117,5386.819824,5333.240234,5249.540039,5121.140137,5027.919922,5129.209961
"2690",5419.870117,5386.819824,5333.240234,5249.540039,5121.140137,5027.919922,5129.209961,5102.089844
"2691",5386.819824,5333.240234,5249.540039,5121.140137,5027.919922,5129.209961,5102.089844,5102.089844
"2692",5333.240234,5249.540039,5121.140137,5027.919922,5129.209961,5102.089844,5102.089844,5264.25
"2693",5249.540039,5121.140137,5027.919922,5129.209961,5102.089844,5102.089844,5264.25,5337.5
"2694",5121.140137,5027.919922,5129.209961,5102.089844,5102.089844,5264.25,5337.5,5230.939941
"2695",5027.919922,5129.209961,5102.089844,5102.089844,5264.25,5337.5,5230.939941,5277.549805
"2696",5129.209961,5102.089844,5102.089844,5264.25,5337.5,5230.939941,5277.549805,5184.819824
"2697",5102.089844,5102.089844,5264.25,5337.5,5230.939941,5277.549805,5184.819824,5310.529785
"2698",5102.089844,5264.25,5337.5,5230.939941,5277.549805,5184.819824,5310.529785,5296.120117
"2699",5264.25,5337.5,5230.939941,5277.549805,5184.819824,5310.529785,5296.120117,5340.100098
"2700",5337.5,5230.939941,5277.549805,5184.819824,5310.529785,5296.120117,5340.100098,5400.290039
"2701",5230.939941,5277.549805,5184.819824,5310.529785,5296.120117,5340.100098,5400.290039,5385.910156
"2702",5277.549805,5184.819824,5310.529785,5296.120117,5340.100098,5400.290039,5385.910156,5384.029785
"2703",5184.819824,5310.529785,5296.120117,5340.100098,5400.290039,5385.910156,5384.029785,5374.069824
"2704",5310.529785,5296.120117,5340.100098,5400.290039,5385.910156,5384.029785,5374.069824,5447.240234
"2705",5296.120117,5340.100098,5400.290039,5385.910156,5384.029785,5374.069824,5447.240234,5447.240234
"2706",5340.100098,5400.290039,5385.910156,5384.029785,5374.069824,5447.240234,5447.240234,5520.339844
"2707",5400.290039,5385.910156,5384.029785,5374.069824,5447.240234,5447.240234,5520.339844,5548.330078
"2708",5385.910156,5384.029785,5374.069824,5447.240234,5447.240234,5520.339844,5548.330078,5614.430176
"2709",5384.029785,5374.069824,5447.240234,5447.240234,5520.339844,5548.330078,5614.430176,5580.790039
"2710",5374.069824,5447.240234,5447.240234,5520.339844,5548.330078,5614.430176,5580.790039,5532.299805
"2711",5447.240234,5447.240234,5520.339844,5548.330078,5614.430176,5580.790039,5532.299805,5543.740234
"2712",5447.240234,5520.339844,5548.330078,5614.430176,5580.790039,5532.299805,5543.740234,5543.740234
"2713",5520.339844,5548.330078,5614.430176,5580.790039,5532.299805,5543.740234,5543.740234,5542.549805
"2714",5548.330078,5614.430176,5580.790039,5532.299805,5543.740234,5543.740234,5542.549805,5575.970215
"2715",5614.430176,5580.790039,5532.299805,5543.740234,5543.740234,5542.549805,5575.970215,5628.540039
"2716",5580.790039,5532.299805,5543.740234,5543.740234,5542.549805,5575.970215,5628.540039,5648.72998
"2717",5532.299805,5543.740234,5543.740234,5542.549805,5575.970215,5628.540039,5648.72998,5761.959961
"2718",5543.740234,5543.740234,5542.549805,5575.970215,5628.540039,5648.72998,5761.959961,5789.129883
"2719",5543.740234,5542.549805,5575.970215,5628.540039,5648.72998,5761.959961,5789.129883,5758.02002
"2720",5542.549805,5575.970215,5628.540039,5648.72998,5761.959961,5789.129883,5758.02002,5758.02002
"2721",5575.970215,5628.540039,5648.72998,5761.959961,5789.129883,5758.02002,5758.02002,5741.089844
"2722",5628.540039,5648.72998,5761.959961,5789.129883,5758.02002,5758.02002,5741.089844,5635.390137
"2723",5648.72998,5761.959961,5789.129883,5758.02002,5758.02002,5741.089844,5635.390137,5535.959961
"2724",5761.959961,5789.129883,5758.02002,5758.02002,5741.089844,5635.390137,5535.959961,5662.379883
"2725",5789.129883,5758.02002,5758.02002,5741.089844,5635.390137,5535.959961,5662.379883,5777.700195
"2726",5758.02002,5758.02002,5741.089844,5635.390137,5535.959961,5662.379883,5777.700195,5718.97998
"2727",5758.02002,5741.089844,5635.390137,5535.959961,5662.379883,5777.700195,5718.97998,5652.560059
"2728",5741.089844,5635.390137,5535.959961,5662.379883,5777.700195,5718.97998,5652.560059,5664.549805
"2729",5635.390137,5535.959961,5662.379883,5777.700195,5718.97998,5652.560059,5664.549805,5769.560059
"2730",5535.959961,5662.379883,5777.700195,5718.97998,5652.560059,5664.549805,5769.560059,5822.709961
"2731",5662.379883,5777.700195,5718.97998,5652.560059,5664.549805,5769.560059,5822.709961,5873.490234
"2732",5777.700195,5718.97998,5652.560059,5664.549805,5769.560059,5822.709961,5873.490234,5888.620117
"2733",5718.97998,5652.560059,5664.549805,5769.560059,5822.709961,5873.490234,5888.620117,5953.529785
"2734",5652.560059,5664.549805,5769.560059,5822.709961,5873.490234,5888.620117,5953.529785,5866.810059
"2735",5664.549805,5769.560059,5822.709961,5873.490234,5888.620117,5953.529785,5866.810059,5939.620117
"2736",5769.560059,5822.709961,5873.490234,5888.620117,5953.529785,5866.810059,5939.620117,5914.549805
"2737",5822.709961,5873.490234,5888.620117,5953.529785,5866.810059,5939.620117,5914.549805,5985.390137
