"","V1","V2","V3","V4","V5","V6","V7","V8"
"127",1135.77002,1131.189941,1138.839966,1124.72998,1133.52002,1133.810059,1153.680054,1170.439941
"128",1131.189941,1138.839966,1124.72998,1133.52002,1133.810059,1153.680054,1170.439941,1177.400024
"129",1138.839966,1124.72998,1133.52002,1133.810059,1153.680054,1170.439941,1177.400024,1194.959961
"130",1124.72998,1133.52002,1133.810059,1153.680054,1170.439941,1177.400024,1194.959961,1186.420044
"131",1133.52002,1133.810059,1153.680054,1170.439941,1177.400024,1194.959961,1186.420044,1199.920044
"132",1133.810059,1153.680054,1170.439941,1177.400024,1194.959961,1186.420044,1199.920044,1191.530029
"133",1153.680054,1170.439941,1177.400024,1194.959961,1186.420044,1199.920044,1191.530029,1182.469971
"134",1170.439941,1177.400024,1194.959961,1186.420044,1199.920044,1191.530029,1182.469971,1167.73999
"135",1177.400024,1194.959961,1186.420044,1199.920044,1191.530029,1182.469971,1167.73999,1185.150024
"136",1194.959961,1186.420044,1199.920044,1191.530029,1182.469971,1167.73999,1185.150024,1189.589966
"137",1186.420044,1199.920044,1191.530029,1182.469971,1167.73999,1185.150024,1189.589966,1188.400024
"138",1199.920044,1191.530029,1182.469971,1167.73999,1185.150024,1189.589966,1188.400024,1168.579956
"139",1191.530029,1182.469971,1167.73999,1185.150024,1189.589966,1188.400024,1168.579956,1169.790039
"140",1182.469971,1167.73999,1185.150024,1189.589966,1188.400024,1168.579956,1169.790039,1181.050049
"141",1167.73999,1185.150024,1189.589966,1188.400024,1168.579956,1169.790039,1181.050049,1156.25
"142",1185.150024,1189.589966,1188.400024,1168.579956,1169.790039,1181.050049,1156.25,1149.77002
"143",1189.589966,1188.400024,1168.579956,1169.790039,1181.050049,1156.25,1149.77002,1167.650024
"144",1188.400024,1168.579956,1169.790039,1181.050049,1156.25,1149.77002,1167.650024,1176.5
"145",1168.579956,1169.790039,1181.050049,1156.25,1149.77002,1167.650024,1176.5,1163.27002
"146",1169.790039,1181.050049,1156.25,1149.77002,1167.650024,1176.5,1163.27002,1178.530029
"147",1181.050049,1156.25,1149.77002,1167.650024,1176.5,1163.27002,1178.530029,1190.670044
"148",1156.25,1149.77002,1167.650024,1176.5,1163.27002,1178.530029,1190.670044,1187.109985
"149",1149.77002,1167.650024,1176.5,1163.27002,1178.530029,1190.670044,1187.109985,1192.420044
"150",1167.650024,1176.5,1163.27002,1178.530029,1190.670044,1187.109985,1192.420044,1182.97998
"151",1176.5,1163.27002,1178.530029,1190.670044,1187.109985,1192.420044,1182.97998,1193.869995
"152",1163.27002,1178.530029,1190.670044,1187.109985,1192.420044,1182.97998,1193.869995,1202.280029
"153",1178.530029,1190.670044,1187.109985,1192.420044,1182.97998,1193.869995,1202.280029,1193.459961
"154",1190.670044,1187.109985,1192.420044,1182.97998,1193.869995,1202.280029,1193.459961,1174.98999
"155",1187.109985,1192.420044,1182.97998,1193.869995,1202.280029,1193.459961,1174.98999,1162.76001
"156",1192.420044,1182.97998,1193.869995,1202.280029,1193.459961,1174.98999,1162.76001,1172.609985
"157",1182.97998,1193.869995,1202.280029,1193.459961,1174.98999,1162.76001,1172.609985,1170.439941
"158",1193.869995,1202.280029,1193.459961,1174.98999,1162.76001,1172.609985,1170.439941,1158.609985
"159",1202.280029,1193.459961,1174.98999,1162.76001,1172.609985,1170.439941,1158.609985,1175.030029
"160",1193.459961,1174.98999,1162.76001,1172.609985,1170.439941,1158.609985,1175.030029,1180.390015
"161",1174.98999,1162.76001,1172.609985,1170.439941,1158.609985,1175.030029,1180.390015,1164.469971
"162",1162.76001,1172.609985,1170.439941,1158.609985,1175.030029,1180.390015,1164.469971,1165.97998
"163",1172.609985,1170.439941,1158.609985,1175.030029,1180.390015,1164.469971,1165.97998,1151.459961
"164",1170.439941,1158.609985,1175.030029,1180.390015,1164.469971,1165.97998,1151.459961,1161.680054
"165",1158.609985,1175.030029,1180.390015,1164.469971,1165.97998,1151.459961,1161.680054,1164.650024
"166",1175.030029,1180.390015,1164.469971,1165.97998,1151.459961,1161.680054,1164.650024,1156.579956
"167",1180.390015,1164.469971,1165.97998,1151.459961,1161.680054,1164.650024,1156.579956,1150.969971
"168",1164.469971,1165.97998,1151.459961,1161.680054,1164.650024,1156.579956,1150.969971,1164.300049
"169",1165.97998,1151.459961,1161.680054,1164.650024,1156.579956,1150.969971,1164.300049,1169.459961
"170",1151.459961,1161.680054,1164.650024,1156.579956,1150.969971,1164.300049,1169.459961,1154.329956
"171",1161.680054,1164.650024,1156.579956,1150.969971,1164.300049,1169.459961,1154.329956,1152.920044
"172",1164.650024,1156.579956,1150.969971,1164.300049,1169.459961,1154.329956,1152.920044,1173.430054
"173",1156.579956,1150.969971,1164.300049,1169.459961,1154.329956,1152.920044,1173.430054,1176.77002
"174",1150.969971,1164.300049,1169.459961,1154.329956,1152.920044,1173.430054,1176.77002,1182.540039
"175",1164.300049,1169.459961,1154.329956,1152.920044,1173.430054,1176.77002,1182.540039,1186.859985
"176",1169.459961,1154.329956,1152.920044,1173.430054,1176.77002,1182.540039,1186.859985,1186.589966
"177",1154.329956,1152.920044,1173.430054,1176.77002,1182.540039,1186.859985,1186.589966,1199.829956
"178",1152.920044,1173.430054,1176.77002,1182.540039,1186.859985,1186.589966,1199.829956,1211.23999
"179",1173.430054,1176.77002,1182.540039,1186.859985,1186.589966,1199.829956,1211.23999,1224.050049
"180",1176.77002,1182.540039,1186.859985,1186.589966,1199.829956,1211.23999,1224.050049,1226.420044
"181",1182.540039,1186.859985,1186.589966,1199.829956,1211.23999,1224.050049,1226.420044,1229.280029
"182",1186.859985,1186.589966,1199.829956,1211.23999,1224.050049,1226.420044,1229.280029,1248.469971
"183",1186.589966,1199.829956,1211.23999,1224.050049,1226.420044,1229.280029,1248.469971,1243.040039
"184",1199.829956,1211.23999,1224.050049,1226.420044,1229.280029,1248.469971,1243.040039,1257.800049
"185",1211.23999,1224.050049,1226.420044,1229.280029,1248.469971,1243.040039,1257.800049,1250.069946
"186",1224.050049,1226.420044,1229.280029,1248.469971,1243.040039,1257.800049,1250.069946,1250.439941
"187",1226.420044,1229.280029,1248.469971,1243.040039,1257.800049,1250.069946,1250.439941,1254.930054
"188",1229.280029,1248.469971,1243.040039,1257.800049,1250.069946,1250.439941,1254.930054,1252.540039
"189",1248.469971,1243.040039,1257.800049,1250.069946,1250.439941,1254.930054,1252.540039,1239.900024
"190",1243.040039,1257.800049,1250.069946,1250.439941,1254.930054,1252.540039,1239.900024,1248.01001
"191",1257.800049,1250.069946,1250.439941,1254.930054,1252.540039,1239.900024,1248.01001,1253.680054
"192",1250.069946,1250.439941,1254.930054,1252.540039,1239.900024,1248.01001,1253.680054,1243.280029
"193",1250.439941,1254.930054,1252.540039,1239.900024,1248.01001,1253.680054,1243.280029,1245.26001
"194",1254.930054,1252.540039,1239.900024,1248.01001,1253.680054,1243.280029,1245.26001,1252.26001
"195",1252.540039,1239.900024,1248.01001,1253.680054,1243.280029,1245.26001,1252.26001,1257.579956
"196",1239.900024,1248.01001,1253.680054,1243.280029,1245.26001,1252.26001,1257.579956,1265.060059
"197",1248.01001,1253.680054,1243.280029,1245.26001,1252.26001,1257.579956,1265.060059,1283.670044
"198",1253.680054,1243.280029,1245.26001,1252.26001,1257.579956,1265.060059,1283.670044,1275.52002
"199",1243.280029,1245.26001,1252.26001,1257.579956,1265.060059,1283.670044,1275.52002,1263
"200",1245.26001,1252.26001,1257.579956,1265.060059,1283.670044,1275.52002,1263,1269.27002
"201",1252.26001,1257.579956,1265.060059,1283.670044,1275.52002,1263,1269.27002,1284.51001
"202",1257.579956,1265.060059,1283.670044,1275.52002,1263,1269.27002,1284.51001,1282.75
"203",1265.060059,1283.670044,1275.52002,1263,1269.27002,1284.51001,1282.75,1299.589966
"204",1283.670044,1275.52002,1263,1269.27002,1284.51001,1282.75,1299.589966,1309.22998
"205",1275.52002,1263,1269.27002,1284.51001,1282.75,1299.589966,1309.22998,1288.439941
"206",1263,1269.27002,1284.51001,1282.75,1299.589966,1309.22998,1288.439941,1297.599976
"207",1269.27002,1284.51001,1282.75,1299.589966,1309.22998,1288.439941,1297.599976,1288.109985
"208",1284.51001,1282.75,1299.589966,1309.22998,1288.439941,1297.599976,1288.109985,1290.069946
"209",1282.75,1299.589966,1309.22998,1288.439941,1297.599976,1288.109985,1290.069946,1308.089966
"210",1299.589966,1309.22998,1288.439941,1297.599976,1288.109985,1290.069946,1308.089966,1319.25
"211",1309.22998,1288.439941,1297.599976,1288.109985,1290.069946,1308.089966,1319.25,1314.709961
"212",1288.439941,1297.599976,1288.109985,1290.069946,1308.089966,1319.25,1314.709961,1308.25
"213",1297.599976,1288.109985,1290.069946,1308.089966,1319.25,1314.709961,1308.25,1304.969971
"214",1288.109985,1290.069946,1308.089966,1319.25,1314.709961,1308.25,1304.969971,1299.709961
"215",1290.069946,1308.089966,1319.25,1314.709961,1308.25,1304.969971,1299.709961,1275.680054
"216",1308.089966,1319.25,1314.709961,1308.25,1304.969971,1299.709961,1275.680054,1289.369995
"217",1319.25,1314.709961,1308.25,1304.969971,1299.709961,1275.680054,1289.369995,1271.030029
"218",1314.709961,1308.25,1304.969971,1299.709961,1275.680054,1289.369995,1271.030029,1284.599976
"219",1308.25,1304.969971,1299.709961,1275.680054,1289.369995,1271.030029,1284.599976,1283.410034
"220",1304.969971,1299.709961,1275.680054,1289.369995,1271.030029,1284.599976,1283.410034,1266.920044
"221",1299.709961,1275.680054,1289.369995,1271.030029,1284.599976,1283.410034,1266.920044,1252.109985
"222",1275.680054,1289.369995,1271.030029,1284.599976,1283.410034,1266.920044,1252.109985,1252.829956
"223",1289.369995,1271.030029,1284.599976,1283.410034,1266.920044,1252.109985,1252.829956,1265.400024
"224",1271.030029,1284.599976,1283.410034,1266.920044,1252.109985,1252.829956,1265.400024,1265.400024
"225",1284.599976,1283.410034,1266.920044,1252.109985,1252.829956,1265.400024,1265.400024,1261.280029
"226",1283.410034,1266.920044,1252.109985,1252.829956,1265.400024,1265.400024,1261.280029,1278.25
"227",1266.920044,1252.109985,1252.829956,1265.400024,1265.400024,1261.280029,1278.25,1286.98999
"228",1252.109985,1252.829956,1265.400024,1265.400024,1261.280029,1278.25,1286.98999,1275.040039
"229",1252.829956,1265.400024,1265.400024,1261.280029,1278.25,1286.98999,1275.040039,1283.079956
"230",1265.400024,1265.400024,1261.280029,1278.25,1286.98999,1275.040039,1283.079956,1280.449951
"231",1265.400024,1261.280029,1278.25,1286.98999,1275.040039,1283.079956,1280.449951,1275.670044
"232",1261.280029,1278.25,1286.98999,1275.040039,1283.079956,1280.449951,1275.670044,1261.550049
"233",1278.25,1286.98999,1275.040039,1283.079956,1280.449951,1275.670044,1261.550049,1259.189941
"234",1286.98999,1275.040039,1283.079956,1280.449951,1275.670044,1261.550049,1259.189941,1273.76001
"235",1275.040039,1283.079956,1280.449951,1275.670044,1261.550049,1259.189941,1273.76001,1281.609985
"236",1283.079956,1280.449951,1275.670044,1261.550049,1259.189941,1273.76001,1281.609985,1272.089966
"237",1280.449951,1275.670044,1261.550049,1259.189941,1273.76001,1281.609985,1272.089966,1281.319946
"238",1275.670044,1261.550049,1259.189941,1273.76001,1281.609985,1272.089966,1281.319946,1292.709961
"239",1261.550049,1259.189941,1273.76001,1281.609985,1272.089966,1281.319946,1292.709961,1300.660034
"240",1259.189941,1273.76001,1281.609985,1272.089966,1281.319946,1292.709961,1300.660034,1298.02002
"241",1273.76001,1281.609985,1272.089966,1281.319946,1292.709961,1300.660034,1298.02002,1300.76001
"242",1281.609985,1272.089966,1281.319946,1292.709961,1300.660034,1298.02002,1300.76001,1293.22998
"243",1272.089966,1281.319946,1292.709961,1300.660034,1298.02002,1300.76001,1293.22998,1288.089966
"244",1281.319946,1292.709961,1300.660034,1298.02002,1300.76001,1293.22998,1288.089966,1294.52002
"245",1292.709961,1300.660034,1298.02002,1300.76001,1293.22998,1288.089966,1294.52002,1282.280029
"246",1300.660034,1298.02002,1300.76001,1293.22998,1288.089966,1294.52002,1282.280029,1298.310059
"247",1298.02002,1300.76001,1293.22998,1288.089966,1294.52002,1282.280029,1298.310059,1310.380005
"248",1300.76001,1293.22998,1288.089966,1294.52002,1282.280029,1298.310059,1310.380005,1331.52002
"249",1293.22998,1288.089966,1294.52002,1282.280029,1298.310059,1310.380005,1331.52002,1321.689941
"250",1288.089966,1294.52002,1282.280029,1298.310059,1310.380005,1331.52002,1321.689941,1324.790039
"251",1294.52002,1282.280029,1298.310059,1310.380005,1331.52002,1321.689941,1324.790039,1326.199951
"252",1282.280029,1298.310059,1310.380005,1331.52002,1321.689941,1324.790039,1326.199951,1326.199951
"253",1298.310059,1310.380005,1331.52002,1321.689941,1324.790039,1326.199951,1326.199951,1342.459961
"254",1310.380005,1331.52002,1321.689941,1324.790039,1326.199951,1326.199951,1342.459961,1332.390015
"255",1331.52002,1321.689941,1324.790039,1326.199951,1326.199951,1342.459961,1332.390015,1330.22998
"256",1321.689941,1324.790039,1326.199951,1326.199951,1342.459961,1332.390015,1330.22998,1330.22998
"257",1324.790039,1326.199951,1326.199951,1342.459961,1332.390015,1330.22998,1330.22998,1325.959961
"258",1326.199951,1326.199951,1342.459961,1332.390015,1330.22998,1330.22998,1325.959961,1356.660034
"259",1326.199951,1342.459961,1332.390015,1330.22998,1330.22998,1325.959961,1356.660034,1369.780029
"260",1342.459961,1332.390015,1330.22998,1330.22998,1325.959961,1356.660034,1369.780029,1372.400024
"261",1332.390015,1330.22998,1330.22998,1325.959961,1356.660034,1369.780029,1372.400024,1356.47998
"262",1330.22998,1330.22998,1325.959961,1356.660034,1369.780029,1372.400024,1356.47998,1367.089966
"263",1330.22998,1325.959961,1356.660034,1369.780029,1372.400024,1356.47998,1367.089966,1349.900024
"264",1325.959961,1356.660034,1369.780029,1372.400024,1356.47998,1367.089966,1349.900024,1352.430054
"265",1356.660034,1369.780029,1372.400024,1356.47998,1367.089966,1349.900024,1352.430054,1360.609985
"266",1369.780029,1372.400024,1356.47998,1367.089966,1349.900024,1352.430054,1360.609985,1356.699951
"267",1372.400024,1356.47998,1367.089966,1349.900024,1352.430054,1360.609985,1356.699951,1343.579956
"268",1356.47998,1367.089966,1349.900024,1352.430054,1360.609985,1356.699951,1343.579956,1328.27002
"269",1367.089966,1349.900024,1352.430054,1360.609985,1356.699951,1343.579956,1328.27002,1316.930054
"270",1349.900024,1352.430054,1360.609985,1356.699951,1343.579956,1328.27002,1316.930054,1339.97998
"271",1352.430054,1360.609985,1356.699951,1343.579956,1328.27002,1316.930054,1339.97998,1329.810059
"272",1360.609985,1356.699951,1343.579956,1328.27002,1316.930054,1339.97998,1329.810059,1313.290039
"273",1356.699951,1343.579956,1328.27002,1316.930054,1339.97998,1329.810059,1313.290039,1326.609985
"274",1343.579956,1328.27002,1316.930054,1339.97998,1329.810059,1313.290039,1326.609985,1345.630005
"275",1328.27002,1316.930054,1339.97998,1329.810059,1313.290039,1326.609985,1345.630005,1330.800049
"276",1316.930054,1339.97998,1329.810059,1313.290039,1326.609985,1345.630005,1330.800049,1341.819946
"277",1339.97998,1329.810059,1313.290039,1326.609985,1345.630005,1330.800049,1341.819946,1335.939941
"278",1329.810059,1313.290039,1326.609985,1345.630005,1330.800049,1341.819946,1335.939941,1324.339966
"279",1313.290039,1326.609985,1345.630005,1330.800049,1341.819946,1335.939941,1324.339966,1305.930054
